PLAYER_NAME,BBREF_ID,TEAM,SALARY,SEASON
Marc Gasol,gasolma01,MEM,2692991.0,2021-22
Jonas ValanÄiÅ«nas,valanjo01,NOP,14000000.0,2021-22
Oshae Brissett,brissos01,IND,1701593.0,2021-22
Precious Achiuwa,achiupr01,TOR,2711280.0,2021-22
Tyus Jones,jonesty01,MEM,7600000.0,2021-22
Andrew Nicholson,nichoan01,POR,2844430.0,2021-22
Nate Hinton,hintona01,DAL,0.0,2021-22
Markelle Fultz,fultzma01,ORL,16500000.0,2021-22
Derrick Favors,favorde01,OKC,9720900.0,2021-22
Shaun Livingston,livinsh01,GSW,666667.0,2021-22
Jordan Goodwin,goodwjo01,WAS,53176.0,2021-22
Reggie Jackson,jacksre01,LAC,10384500.0,2021-22
Cory Joseph,josepco01,DET,7310000.0,2021-22
Mason Plumlee,plumlma01,CHO,8137500.0,2021-22
Darren Collison,collida01,LAL,151821.0,2021-22
Dejounte Murray,murrade01,SAS,15428880.0,2021-22
Mychal Mulder,muldemy01,MIA,0.0,2021-22
Jonathan Isaac,isaacjo01,ORL,17400000.0,2021-22
Chris Boucher,bouchch01,TOR,7020000.0,2021-22
Tim Hardaway,hardati02,DAL,21306816.0,2021-22
ThÃ©o Maledon,maledth01,OKC,2000000.0,2021-22
KZ Okpala,okpalkz01,OKC,1782621.0,2021-22
Danuel House,houseda01,HOU,1387498.0,2021-22
George King,kingge03,DAL,85578.0,2021-22
Tony Bradley,bradlto01,CHI,1789256.0,2021-22
Anthony Tolliver,tollian01,NOP,0.0,2021-22
Omer Yurtseven,yurtsom01,MIA,1489065.0,2021-22
Tyler Herro,herroty01,MIA,4004280.0,2021-22
Melvin Frazier,frazime01,OKC,0.0,2021-22
Chris Smith,smithch07,DET,0.0,2021-22
Kevin Pangos,pangoke01,CLE,1669178.0,2021-22
Moritz Wagner,wagnemo01,ORL,1729217.0,2021-22
Dillon Brooks,brookdi01,MEM,12200000.0,2021-22
Tyrone Wallace,wallaty01,NOP,191860.0,2021-22
Tobias Harris,harrito02,PHI,35995950.0,2021-22
Aleksej Pokusevski,pokusal01,OKC,3113160.0,2021-22
Carmelo Anthony,anthoca01,LAL,2641691.0,2021-22
Trevelin Queen,queentr01,HOU,0.0,2021-22
Kyrie Irving,irvinky01,BRK,34916200.0,2021-22
Desmond Bane,banede01,MEM,2033160.0,2021-22
Julius Randle,randlju01,NYK,19800000.0,2021-22
Gabriel Deck,deckga01,OKC,1690507.0,2021-22
Kenyon Martin,martike04,HOU,1517981.0,2021-22
Luguentz Dort,dortlu01,OKC,1782621.0,2021-22
Sekou Doumbouya,doumbse01,HOU,3613680.0,2021-22
Caris LeVert,leverca01,CLE,17500000.0,2021-22
Torrey Craig,craigto01,PHO,4878049.0,2021-22
Zylan Cheatham,cheatzy01,MIA,85578.0,2021-22
Isaiah Stewart,stewais01,DET,3277080.0,2021-22
Robert Williams,williro04,BOS,3661976.0,2021-22
Joshua Primo,primojo01,SAS,3946800.0,2021-22
Corey Kispert,kispeco01,WAS,3383640.0,2021-22
Lance Stephenson,stephla01,ATL,138019.0,2021-22
Evan Mobley,mobleev01,CLE,8075160.0,2021-22
Theo Pinson,pinsoth01,DAL,197076.0,2021-22
Maurice Harkless,harklma01,SAC,4347600.0,2021-22
Dorian Finney-Smith,finnedo01,DAL,4000000.0,2021-22
Monta Ellis,ellismo01,IND,2245400.0,2021-22
Ersan Ä°lyasova,ilyaser01,CHI,151821.0,2021-22
Furkan Korkmaz,korkmfu01,PHI,4629630.0,2021-22
Derrick Walton,waltode01,DET,95930.0,2021-22
Harrison Barnes,barneha02,SAC,20284091.0,2021-22
Malik Fitts,fittsma01,BOS,402218.0,2021-22
Kyle Kuzma,kuzmaky01,WAS,13000000.0,2021-22
Ty Jerome,jeromty01,OKC,2412840.0,2021-22
Damian Jones,jonesda03,SAC,1977011.0,2021-22
Xavier Sneed,sneedxa01,MEM,53176.0,2021-22
Juancho HernangÃ³mez,hernaju01,UTA,6175440.0,2021-22
Kenrich Williams,willike04,OKC,2000000.0,2021-22
Joe Wieskamp,wieskjo01,SAS,202068.0,2021-22
Chris Paul,paulch01,PHO,30800000.0,2021-22
Terry Rozier,roziete01,CHO,17905263.0,2021-22
Joel Embiid,embiijo01,PHI,31579390.0,2021-22
Jarrett Culver,culveja01,MEM,6395160.0,2021-22
Marcus Morris,morrima03,LAC,15627907.0,2021-22
Brandon Clarke,clarkbr01,MEM,2726880.0,2021-22
Jeff Green,greenje02,DEN,4500000.0,2021-22
Troy Williams,willitr02,HOU,122741.0,2021-22
Terry Taylor,taylote01,IND,600000.0,2021-22
Keon Johnson,johnske07,POR,2553240.0,2021-22
D'Angelo Russell,russeda01,MIN,30013500.0,2021-22
Garrison Mathews,mathega01,HOU,2000000.0,2021-22
Keldon Johnson,johnske04,SAS,2145720.0,2021-22
Mike Conley,conlemi01,UTA,21000000.0,2021-22
Isaac Okoro,okorois01,CLE,6720720.0,2021-22
James Bouknight,bouknja01,CHO,4154400.0,2021-22
Payton Pritchard,pritcpa01,BOS,2137440.0,2021-22
Dakota Mathias,mathida01,MEM,106352.0,2021-22
Nick Richards,richani01,CHO,1517981.0,2021-22
Bradley Beal,bealbr01,WAS,33724200.0,2021-22
Trey Burke,burketr01,DAL,3150000.0,2021-22
Kevin Huerter,huertke01,ATL,4253357.0,2021-22
Bruce Brown,brownbr01,BRK,4736102.0,2021-22
Gordon Hayward,haywago01,CHO,29925000.0,2021-22
Landry Shamet,shamela01,PHO,3768342.0,2021-22
Quentin Grimes,grimequ01,NYK,2168760.0,2021-22
Ayo Dosunmu,dosunay01,CHI,925258.0,2021-22
Carsen Edwards,edwarca01,DET,76744.0,2021-22
Jarron Cumberland,cumbeja01,POR,53176.0,2021-22
Trendon Watford,watfotr01,POR,436482.0,2021-22
Kyle Lowry,lowryky01,MIA,26984128.0,2021-22
Kentavious Caldwell-Pope,caldwke01,WAS,13038862.0,2021-22
Usman Garuba,garubus01,HOU,2353320.0,2021-22
Lonnie Walker,walkelo01,SAS,4447896.0,2021-22
Alex Len,lenal01,SAC,3732000.0,2021-22
Luka Garza,garzalu01,DET,925258.0,2021-22
Danilo Gallinari,gallida01,ATL,20475000.0,2021-22
Deividas Sirvydis,sirvyde01,DET,1603559.0,2021-22
Wendell Carter,cartewe01,ORL,6920027.0,2021-22
Trevor Ariza,arizatr01,LAL,2641691.0,2021-22
Jalen Suggs,suggsja01,ORL,6592920.0,2021-22
T.J. McConnell,mccontj01,IND,7500000.0,2021-22
Jaylen Brown,brownja02,BOS,24830357.0,2021-22
Chimezie Metu,metuch01,SAC,1762796.0,2021-22
Khem Birch,birchkh01,TOR,6350000.0,2021-22
Luca Vildoza,vildolu01,MIL,42789.0,2021-22
Myles Powell,powelmy01,PHI,0.0,2021-22
Bruno Fernando,fernabr01,HOU,1782621.0,2021-22
Anfernee Simons,simonan01,POR,3938818.0,2021-22
Frank Jackson,jacksfr01,DET,3000000.0,2021-22
Justin Anderson,anderju01,CLE,111457.0,2021-22
LaMarcus Aldridge,aldrila01,BRK,2641691.0,2021-22
Isaac Bonga,bongais01,TOR,1729217.0,2021-22
Grant Riller,rillegr01,PHI,0.0,2021-22
Jose Alvarado,alvarjo01,NOP,1500000.0,2021-22
Rudy Gay,gayru01,UTA,5890000.0,2021-22
Onyeka Okongwu,okongon01,ATL,6104280.0,2021-22
Tacko Fall,fallta01,CLE,0.0,2021-22
Cade Cunningham,cunnica01,DET,10050120.0,2021-22
Cassius Winston,winstca01,WAS,0.0,2021-22
Gorgui Dieng,dienggo01,ATL,4000000.0,2021-22
Chuma Okeke,okekech01,ORL,3277080.0,2021-22
Kelly Olynyk,olynyke01,DET,12195122.0,2021-22
OG Anunoby,anunoog01,TOR,16071429.0,2021-22
Ade Murkey,murkead01,SAC,53176.0,2021-22
Pascal Siakam,siakapa01,TOR,33003936.0,2021-22
James Harden,hardeja01,PHI,44310840.0,2021-22
Ben McLemore,mclembe01,POR,2389641.0,2021-22
TomÃ¡Å¡ SatoranskÃ½,satorto01,SAS,9531881.0,2021-22
Cole Anthony,anthoco01,ORL,3449400.0,2021-22
Mitchell Robinson,robinmi01,NYK,1802057.0,2021-22
Ignas Brazdeikis,brazdig01,ORL,0.0,2021-22
Dalano Banton,bantoda01,TOR,925258.0,2021-22
De'Anthony Melton,meltode01,MEM,8805976.0,2021-22
Hassani Gravett,graveha01,ORL,106352.0,2021-22
Brodric Thomas,thomabr01,BOS,0.0,2021-22
Monte Morris,morrimo01,DEN,8849071.0,2021-22
Cam Reddish,reddica01,NYK,4670160.0,2021-22
Jeff Dowtin,dowtije01,GSW,0.0,2021-22
Michael Porter,portemi01,DEN,5258735.0,2021-22
Sam Dekker,dekkesa01,TOR,350000.0,2021-22
Kelan Martin,martike03,BOS,191860.0,2021-22
Goga Bitadze,bitadgo01,IND,3098400.0,2021-22
Darius Bazley,bazleda01,OKC,2513040.0,2021-22
Vernon Carey,careyve01,WAS,1517981.0,2021-22
Georges Niang,niangge01,PHI,3300000.0,2021-22
Lou Williams,willilo02,ATL,5000000.0,2021-22
Lamar Stevens,stevela01,CLE,1517981.0,2021-22
Jordan Schakel,schakjo01,WAS,53176.0,2021-22
Jaden Springer,sprinja01,PHI,2023680.0,2021-22
Chris Duarte,duartch01,IND,3749520.0,2021-22
Jaylen Nowell,nowelja01,MIN,1782621.0,2021-22
Elfrid Payton,paytoel01,PHO,2239544.0,2021-22
Malik Ellison,ellisma01,ATL,53176.0,2021-22
Aaron Gordon,gordoaa01,DEN,16409091.0,2021-22
Cassius Stanley,stanlca01,DET,256734.0,2021-22
Jalen McDaniels,mcdanja01,CHO,1782621.0,2021-22
Tyler Cook,cookty01,CHI,0.0,2021-22
Miles McBride,mcbrimi01,NYK,925258.0,2021-22
Lonzo Ball,balllo01,CHI,18604651.0,2021-22
Draymond Green,greendr01,GSW,24026712.0,2021-22
Romeo Langford,langfro01,SAS,3804360.0,2021-22
Wayne Ellington,ellinwa01,LAL,2641691.0,2021-22
Goran DragiÄ,dragigo01,BRK,728742.0,2021-22
Mario Chalmers,chalmma01,MIA,138019.0,2021-22
James Wiseman,wisemja01,GSW,9166800.0,2021-22
Udonis Haslem,hasleud01,MIA,2641691.0,2021-22
